
==============================================================================================================
                                  BAI 7 - PRODUCT WITH HIGHEST QUANTITY SOLD                                  
==============================================================================================================
Product_ID                  Product_Category_Name  Quantity_Sold  Total_Revenue   Avg_Review_Score  Review_Count
----------------------------------------------------------------------------------------------------------------
aca2eb7d00ea1a7b8ebd4e6...  Furniture_Decor                  527        44820.76            4.0191           524
----------------------------------------------------------------------------------------------------------------
Rows shown in this table: 1

Giai thich:
- Quantity_Sold duoc tinh bang cach dem so dong san pham trong Order_Items theo tung Product_ID.
- San pham o bang tren la san pham co so luong ban ra cao nhat.
- Neu nhieu san pham co cung Quantity_Sold, Total_Revenue duoc dung lam tieu chi sap xep tiep theo.

==============================================================================================================
                                             BAI 7 - ALL PRODUCTS                                             
==============================================================================================================
Product_ID                  Product_Category_Name             Quantity_Sold  Total_Revenue   Avg_Review_Score  Review_Count
---------------------------------------------------------------------------------------------------------------------------
c6ea63369936552872ae890...  Bed_Bath_Table                               44         9742.41            4.3864            44
5d6bea33648f018dbb563f3...  Furniture_Decor                              44         7689.97            4.1364            44
3e5201fe0d1ba474d9b9015...  Bed_Bath_Table                               44         6081.47            3.7955            44
7340a3839a1de1e99d149b8...  Bed_Bath_Table                               44         3749.14            4.3636            44
7564c1759c04fc0a38f2aa8...  Construction_Tools_Construction              44         2651.25            3.9302            43
b1acb7e8152c90c96198977...  Health_Beauty                                44         2124.83               4.2            50
3db75f31b76375c502f64d5...  Computers_Accessories                        44         2107.86            4.0698            43
d5b703c271f43f9c588a6f5...  Toys                                         44         2085.19               4.5            44
0a4093a4af429dc0a933430...  Health_Beauty                                44         1802.36            4.0227            44
63de2743d05ab59d85caa49...  Health_Beauty                                44          1326.5            3.6364            44
9ad75bd7267e5c724cb42c7...  Bed_Bath_Table                               43         5241.24            2.9318            44
173e9fe34bfe97f3a5e6dc5...  Books_Technical                              43         3134.47            4.1628            43
57e089e3103f5cda6a4ce23...  Baby                                         43         3021.36            4.6279            43
3cb39171fd36c50097f2ded...  Auto                                         43         1831.58            3.8605            43
dd0dcee76f9c12fff4bc0eb...  Electronics                                  43         1575.41            4.0233            43
f8b624d4e475bb8d1bddf1b...  Housewares                                   42         8484.67            4.6905            42
349ce46a0e2e20054aa9d80...  Construction_Tools_Lights                    42         7133.43            4.1429            42
31a2f42a87890f87d77daeb...  Toys                                         42         6919.07            4.3333            42
177d3d5bb9d4d29222a222e...  Stationery                                   42         5847.52            4.0238            42
a4aa7c1427c31344e5f7cc3...  Pet_Shop                                     42         5322.88             4.381            42
b8b426747049f2d3d6e00b4...  Health_Beauty                                42         4902.13            4.3659            41
2ff995aead9c63a1f37a07b...  Furniture_Living_Room                        42         4422.36            4.0952            42
dbb4ce89c8ed5fb6fd901e2...  Housewares                                   42         4367.65            4.2619            42
82e4ad16521ca131d95e198...  Electronics                                  42         1609.35            3.9512            41
727a46f0b58a9ef165af9f7...  Sports_Leisure                               42         1250.63            3.6905            42
69455f41626a745aea9ee91...  Watches_Gifts                                41         7381.62             4.122            41
73bcea88583002fe12b7399...  Watches_Gifts                                41         6151.55            4.2439            41
d04bbac48960ecb7ea311b0...  Industry_Commerce_And_Business               41         5349.13            4.2927            41
a5341e3f8155dbb3e62323d...  Furniture_Decor                              41         4453.97            4.3659            41
7d50930301709838d8e90dc...  Sports_Leisure                               41         3188.25            4.3902            41
e1da6ab77f4859eb17950e5...  Pet_Shop                                     41         2740.35            3.7317            41
c20a3f598c16d77249da67e...  Housewares                                   41          1967.4            3.4634            41
e67307ff0f15ade43fcb6e6...  Health_Beauty                                41         1298.03              3.65            40
fe6a9515d655fa7936b8a7c...  Cool_Stuff                                   40        12751.31             4.225            40
952670bc019a73f0933157e...  Bed_Bath_Table                               40         8982.56               4.0            42
9d8a0e115e802d845b4ce1e...  Sports_Leisure                               40         5332.69              3.85            40
921d31a1daa51460b7a95ea...  Health_Beauty                                40         4246.83              4.45            40
bdb4be6ce2f7f2b5be0a160...  Housewares                                   40         4106.04              4.55            40
027cdd14a677a5834bc67a9...  Perfumery                                    40         4102.61            3.7436            39
a298a105818dce6878b787e...  Baby                                         40         3670.91             4.525            40
1ec486885049bbb9b79351d...  Fashion_Bags_Accessories                     40         2520.02            4.4146            41
a6ad77b15e566298a4e8ee2...  Furniture_Decor                              40         1940.55               4.3            40
aadff88486740e0b0ebe2be...  Health_Beauty                                40         1644.97              4.65            40
6803077179d24889430188e...  Electronics                                  40         1476.26              4.25            40
65266b2da20d04dbe00c5c2...  Stationery                                   40         1362.75             3.725            40
50fd2b788dc166edd205123...  Electronics                                  40         1352.59             3.825            40
7c4a8bec217df1de0df2b5a...  Audio                                        40         1193.93             3.275            40
dc404a1496a08f9f5540c8b...  Toys                                         39        12787.22             4.359            39
53ea9da485f6aed8a6f03a8...  Watches_Gifts                                39        10749.92            3.6667            39
83b00325c13c44245b2c3a2...  Baby                                         39         8276.42            3.1795            39
